ID	adj.P.Val	P.Value	logFC	Gene.symbol	Gene.title
1442694_at	0.490675	2.69e-01	0.27025333		
1416162_at	0.490728	2.69e-01	-0.45345667	Rad21	RAD21 cohesin complex component
1439047_s_at	0.490729	2.69e-01	0.87195333	Recql	RecQ protein-like
1432496_at	0.490735	2.69e-01	0.17443667	1700122O11Rik	RIKEN cDNA 1700122O11 gene
1439094_at	0.490735	2.69e-01	-0.29054	Cltc	clathrin, heavy polypeptide (Hc)
1434417_at	0.490735	2.69e-01	0.22216667	Capn15	calpain 15
1433336_at	0.490735	2.69e-01	0.32551333	4930405G09Rik	RIKEN cDNA 4930405G09 gene
1441821_at	0.490774	2.69e-01	0.51362333		
1422929_s_at	0.490774	2.69e-01	0.27677333	Atoh7	atonal bHLH transcription factor 7
1442632_at	0.490775	2.69e-01	-0.50108667		
1445438_at	0.490805	2.69e-01	0.2722	Ddhd1	DDHD domain containing 1
1456708_at	0.490831	2.69e-01	0.29334667	2610028E06Rik	RIKEN cDNA 2610028E06 gene
1444147_at	0.490872	2.69e-01	0.20061333	Pcsk2	proprotein convertase subtilisin/kexin type 2
1443290_at	0.490872	2.69e-01	0.38685667		
1458659_at	0.490987	2.69e-01	0.24893	Plac9b///Gm9780///Plac9a	placenta specific 9b///predicted gene 9780///placenta specific 9a
1454100_at	0.490996	2.69e-01	0.17992667	4930480E11Rik	RIKEN cDNA 4930480E11 gene
1427920_at	0.490996	2.69e-01	0.23701	Phf19	PHD finger protein 19
1450983_at	0.490996	2.69e-01	-1.21189667	Akap8	A kinase (PRKA) anchor protein 8
1443217_at	0.490997	2.69e-01	0.18849667	Gm13398	predicted gene 13398
1430816_at	0.490997	2.69e-01	-0.27299	Ubxn2b	UBX domain protein 2B
1419759_at	0.490997	2.69e-01	0.44724	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A
1427171_at	0.490997	2.69e-01	-0.18738333	Rlf	rearranged L-myc fusion sequence
1442600_at	0.491	2.69e-01	0.90725	A830082K12Rik	RIKEN cDNA A830082K12 gene
1451326_at	0.491007	2.69e-01	0.50075	Abhd14b	abhydrolase domain containing 14b
1421915_a_at	0.491007	2.69e-01	0.29198333	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
1419751_x_at	0.491007	2.69e-01	0.17584333	Slc22a27	solute carrier family 22, member 27
1460309_at	0.491007	2.69e-01	0.34046333	Tal2	T cell acute lymphocytic leukemia 2
1453349_at	0.491007	2.69e-01	0.23373333	Casz1	castor zinc finger 1
1452812_at	0.491007	2.69e-01	0.23539333	Adgrl1	adhesion G protein-coupled receptor L1
1444161_at	0.491007	2.69e-01	0.20558333	A530020G20Rik	RIKEN cDNA A530020G20 gene
1427497_at	0.491007	2.69e-01	0.19641	Ccdc191	coiled-coil domain containing 191
1446447_at	0.491021	2.69e-01	-0.19074667		
1438027_at	0.491085	2.69e-01	-0.31809		
1416423_x_at	0.491112	2.69e-01	0.41186667	Ssb	Sjogren syndrome antigen B
1443235_at	0.491112	2.69e-01	0.19514	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4
1456441_at	0.491112	2.69e-01	0.25727	Ccdc87	coiled-coil domain containing 87
1423919_at	0.491112	2.69e-01	-0.26513667	Haus3	HAUS augmin-like complex, subunit 3
1453062_at	0.491142	2.69e-01	-0.41755333	A930026I22Rik	RIKEN cDNA A930026I22 gene
1421686_at	0.491199	2.69e-01	0.24892	Npvf	neuropeptide VF precursor
1443333_at	0.491211	2.69e-01	0.34294667	Gm20383	predicted gene, 20383
1447829_x_at	0.491232	2.69e-01	0.27980667	Taf9b	TATA-box binding protein associated factor 9B
1447979_at	0.491297	2.70e-01	0.26573	Sgsm1	small G protein signaling modulator 1
1446090_at	0.491297	2.70e-01	-0.2753		
1435829_at	0.491297	2.70e-01	-0.58111667	Zmat1	zinc finger, matrin type 1
1430148_at	0.491297	2.70e-01	0.20765333	Rab19	RAB19, member RAS oncogene family
1431399_at	0.491297	2.70e-01	-0.26662333	Adamts9	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9
1437927_at	0.491297	2.70e-01	0.18114333	Dlg2	discs, large homolog 2 (Drosophila)
1442512_at	0.491336	2.70e-01	0.30362667	Cdc42ep1	CDC42 effector protein (Rho GTPase binding) 1
1445619_at	0.491336	2.70e-01	0.20072333		
1420577_at	0.491336	2.70e-01	-0.38451667	Aicda	activation-induced cytidine deaminase
1453310_at	0.491352	2.70e-01	-0.44521	Ppil6	peptidylprolyl isomerase (cyclophilin)-like 6
1423909_at	0.491381	2.70e-01	0.21916	Tmem176a	transmembrane protein 176A
1422741_a_at	0.491381	2.70e-01	0.53037667	Bbx	bobby sox homolog (Drosophila)
1419372_at	0.491381	2.70e-01	1.0715	Gosr2	golgi SNAP receptor complex member 2
1451792_a_at	0.491477	2.70e-01	0.23801333	Pja1	praja ring finger 1, E3 ubiquitin protein ligase
1425455_a_at	0.4916	2.70e-01	-0.92300333	Churc1	churchill domain containing 1
1420987_at	0.491611	2.70e-01	0.30304	Kif3b	kinesin family member 3B
1437056_x_at	0.491616	2.70e-01	-0.40209667	Crispld2	cysteine-rich secretory protein LCCL domain containing 2
1450039_at	0.49168	2.70e-01	-1.27160333	Usp9x	ubiquitin specific peptidase 9, X chromosome
1435170_at	0.491686	2.70e-01	-0.31582667	Tsr2	TSR2 20S rRNA accumulation
1440754_at	0.491686	2.70e-01	0.31970667		
1448075_at	0.491686	2.70e-01	0.21205	AA408251	expressed sequence AA408251
1459953_at	0.491686	2.70e-01	-0.19936667		
1425376_at	0.491686	2.70e-01	0.25983667	Alox8	arachidonate 8-lipoxygenase
1422663_at	0.491688	2.70e-01	0.17799333	Orc1	origin recognition complex, subunit 1
1430264_at	0.491711	2.70e-01	-0.32187333	2610030P05Rik	RIKEN cDNA 2610030P05 gene
1444365_at	0.491768	2.70e-01	-0.79205	Tsc22d3	TSC22 domain family, member 3
1441323_at	0.491803	2.70e-01	0.25225333	Qpctl	glutaminyl-peptide cyclotransferase-like
1442310_at	0.491805	2.70e-01	0.23225	Pip4k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha
1455492_at	0.491805	2.70e-01	-0.37009667	B330016D10Rik	RIKEN cDNA B330016D10 gene
1438799_at	0.491805	2.70e-01	0.21311667	Dlx6os1	distal-less homeobox 6, opposite strand 1
1453996_a_at	0.491805	2.70e-01	0.20862333	Cts3	cathepsin 3
1454160_at	0.491805	2.70e-01	0.24302	Grip1os1	glutamate receptor interacting protein 1, opposite strand 1
1425901_at	0.491814	2.70e-01	0.17964	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2
1440104_at	0.491859	2.70e-01	0.29077	Ranbp2	RAN binding protein 2
1450049_a_at	0.491938	2.70e-01	0.45504667	Hira	histone cell cycle regulator
1419542_at	0.491958	2.70e-01	0.23370667	Dazl	deleted in azoospermia-like
1435195_at	0.492084	2.70e-01	0.19975333	Vash1	vasohibin 1
1452025_a_at	0.492105	2.70e-01	0.18994333	Zfp2	zinc finger protein 2
1441489_at	0.492108	2.70e-01	0.21901	C130023C23Rik	Riken cDNA C130023C23 gene
1440661_at	0.492117	2.70e-01	0.23943333	A430010J10Rik	RIKEN cDNA A430010J10 gene
1457097_at	0.492152	2.70e-01	0.28632	Skap2	src family associated phosphoprotein 2
1436546_at	0.492152	2.70e-01	-0.42050333		
1440713_at	0.492184	2.70e-01	-0.28701333		
1435384_at	0.492206	2.71e-01	-0.30583	Mcg1038069///Ube2n	ubiquitin-conjugating enzyme E2 N-like///ubiquitin-conjugating enzyme E2N
1418168_at	0.492206	2.71e-01	-0.76774	Zcchc14	zinc finger, CCHC domain containing 14
1417786_a_at	0.492246	2.71e-01	0.23813	Rgs19	regulator of G-protein signaling 19
1440371_at	0.492249	2.71e-01	0.24169667		
1416244_a_at	0.492249	2.71e-01	-0.58216667	Cnbp	cellular nucleic acid binding protein
1437556_at	0.492277	2.71e-01	0.18803333	Zfhx4	zinc finger homeodomain 4
1446173_at	0.492277	2.71e-01	0.27642		
1453511_at	0.492277	2.71e-01	0.24894	2310007B03Rik	RIKEN cDNA 2310007B03 gene
1443967_at	0.492277	2.71e-01	0.23964333	Banf2	barrier to autointegration factor 2
1449658_at	0.492277	2.71e-01	0.21894667	AA536748	expressed sequence AA536748
1449090_a_at	0.492313	2.71e-01	-1.07111333	Yes1	YES proto-oncogene 1, Src family tyrosine kinase
1452645_x_at	0.492318	2.71e-01	0.20981667	Klra22///Klra1	killer cell lectin-like receptor subfamily A, member 22///killer cell lectin-like receptor, subfamily A, member 1
1424569_at	0.492318	2.71e-01	1.37997667	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46
1450541_at	0.492325	2.71e-01	0.71979667	Pvt1	plasmacytoma variant translocation 1
1424132_at	0.492325	2.71e-01	0.41094	Hras	Harvey rat sarcoma virus oncogene
1459304_at	0.492325	2.71e-01	0.28208667	A730054J21Rik	RIKEN cDNA A730054J21 gene
1445833_at	0.492387	2.71e-01	0.22730667	Lmf1	lipase maturation factor 1
1435868_at	0.492495	2.71e-01	1.33095333	Ankrd13c	ankyrin repeat domain 13c
1432947_at	0.492654	2.71e-01	0.2101	4921519G19Rik	RIKEN cDNA 4921519G19 gene
1454139_at	0.49268	2.71e-01	0.23066667	4930405N21Rik	RIKEN cDNA 4930405N21 gene
1440596_at	0.492707	2.71e-01	0.24226667	Cabin1	calcineurin binding protein 1
1455176_a_at	0.492796	2.71e-01	-0.53535667	Syt11	synaptotagmin XI
1417122_at	0.492838	2.71e-01	-0.43942333	Vav3	vav 3 oncogene
1437702_at	0.492842	2.71e-01	0.20354333	Tgm6	transglutaminase 6
1416861_at	0.492871	2.71e-01	0.39622667	Stam	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
1454822_x_at	0.492871	2.71e-01	0.52953	Apcdd1	adenomatosis polyposis coli down-regulated 1
1419107_at	0.492964	2.71e-01	0.19498667	Ophn1	oligophrenin 1
1417776_at	0.492964	2.71e-01	0.24121667	Azgp1	alpha-2-glycoprotein 1, zinc
1451510_s_at	0.492975	2.71e-01	0.20841667	Olah	oleoyl-ACP hydrolase
1431126_a_at	0.492986	2.71e-01	0.68293333	0610011F06Rik	RIKEN cDNA 0610011F06 gene
1446637_at	0.492994	2.71e-01	0.42974667	Gm8154	predicted gene 8154
1430209_at	0.493004	2.71e-01	0.24997333	Tex36	testis expressed 36
1429273_at	0.493021	2.71e-01	1.39412	Bmper	BMP-binding endothelial regulator
1423688_at	0.493026	2.71e-01	0.23896	Man2c1	mannosidase, alpha, class 2C, member 1
1439827_at	0.493048	2.71e-01	0.23939	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12
1455662_x_at	0.493048	2.71e-01	0.69913333	Rps17	ribosomal protein S17
1424931_s_at	0.493048	2.71e-01	0.24718333	Iglc1///Iglv1	immunoglobulin lambda constant 1///immunoglobulin lambda variable 1
1442118_at	0.493188	2.71e-01	0.21326		
1449216_at	0.493188	2.71e-01	0.28020333	Itgae	integrin alpha E, epithelial-associated
AFFX-GapdhMur/M32599_M_at	0.493188	2.71e-01	0.55046667	Gapdh	glyceraldehyde-3-phosphate dehydrogenase
1439925_at	0.493349	2.72e-01	0.39001667	Tm4sf1	transmembrane 4 superfamily member 1
1441591_at	0.493349	2.72e-01	0.31627		
1432561_at	0.493392	2.72e-01	0.27127333	4930569F06Rik	RIKEN cDNA 4930569F06 gene
1446976_at	0.493489	2.72e-01	0.17745333	D7Ertd758e	DNA segment, Chr 7, ERATO Doi 758, expressed
1450766_at	0.493489	2.72e-01	0.43768667	Pde6h	phosphodiesterase 6H, cGMP-specific, cone, gamma
1436828_a_at	0.493502	2.72e-01	-0.52728333	Tpd52l2	tumor protein D52-like 2
1426351_at	0.493527	2.72e-01	-1.43354333	Hspd1	heat shock protein 1 (chaperonin)
1423549_at	0.493527	2.72e-01	0.24592	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
1426193_at	0.493606	2.72e-01	-0.25563333	Otos	otospiralin
1459937_at	0.493608	2.72e-01	0.40067	Ass1	argininosuccinate synthetase 1
1454114_a_at	0.493617	2.72e-01	0.18706	Slc9b1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1
1429405_at	0.493634	2.72e-01	0.27932667	Sapcd2	suppressor APC domain containing 2
1430869_a_at	0.493758	2.72e-01	-0.21797333	Habp4	hyaluronic acid binding protein 4
1427041_at	0.493758	2.72e-01	0.19509333	Themis2	thymocyte selection associated family member 2
1448738_at	0.493758	2.72e-01	0.19118333	Calb1	calbindin 1
1456787_at	0.493758	2.72e-01	-0.88998667		
1436037_at	0.493758	2.72e-01	0.21021333	Itga4	integrin alpha 4
1422831_at	0.493758	2.72e-01	-0.21970667	Fbn2	fibrillin 2
1431606_a_at	0.493758	2.72e-01	-0.40616667	Angel2	angel homolog 2 (Drosophila)
1424322_at	0.493758	2.72e-01	0.22661667	Apex2	apurinic/apyrimidinic endonuclease 2
1448312_at	0.493758	2.72e-01	0.26138	Pcsk2	proprotein convertase subtilisin/kexin type 2
1422368_at	0.493758	2.72e-01	0.19209667	Vmn1r43	vomeronasal 1 receptor 43
1453563_at	0.493758	2.72e-01	0.19473333	Nmral1	NmrA-like family domain containing 1
1431508_at	0.493803	2.72e-01	0.17474	4930423M02Rik	RIKEN cDNA 4930423M02 gene
1425591_a_at	0.493827	2.72e-01	0.42559333	Chmp2a	charged multivesicular body protein 2A
1430572_at	0.493891	2.72e-01	0.19152	Psmg3	proteasome (prosome, macropain) assembly chaperone 3
1432182_at	0.493891	2.72e-01	0.23935	4922502B01Rik	RIKEN cDNA 4922502B01 gene
1457873_at	0.493898	2.72e-01	-0.40595333		
1440119_at	0.493898	2.72e-01	0.20820333	Sipa1l1	signal-induced proliferation-associated 1 like 1
1439371_x_at	0.493918	2.72e-01	0.66847	Timm44	translocase of inner mitochondrial membrane 44
1427548_a_at	0.493972	2.72e-01	0.64816333	Clns1a	chloride channel, nucleotide-sensitive, 1A
1437052_s_at	0.494089	2.72e-01	0.54459333	Slc2a3	solute carrier family 2 (facilitated glucose transporter), member 3
1437560_at	0.494113	2.72e-01	0.33375667	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2
1417108_at	0.494167	2.72e-01	0.27208	Klc4	kinesin light chain 4
1449719_at	0.494167	2.72e-01	-0.42220333	4930453N24Rik	RIKEN cDNA 4930453N24 gene
1457590_at	0.494167	2.72e-01	0.16945667		
1429011_x_at	0.494188	2.72e-01	0.23703667	Snrnp70	small nuclear ribonucleoprotein 70 (U1)
1418754_at	0.494188	2.72e-01	0.31012	Adcy8	adenylate cyclase 8
1450733_at	0.494249	2.72e-01	0.24735	Bicd2	bicaudal D homolog 2 (Drosophila)
1440453_at	0.494297	2.73e-01	0.24540667	Zfp735	zinc finger protein 735
1460106_at	0.494297	2.73e-01	0.22897333	Hydin	HYDIN, axonemal central pair apparatus protein
1439121_at	0.494297	2.73e-01	0.53862333	H2-T9///H2-T22///H2-T10	histocompatibility 2, T region locus 9///histocompatibility 2, T region locus 22///histocompatibility 2, T region locus 10
1444102_at	0.494297	2.73e-01	0.22174667	LOC102634683	uncharacterized LOC102634683
1423831_at	0.494297	2.73e-01	-0.25152	Prkag2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit
1433055_at	0.494297	2.73e-01	0.24763	4931407J08Rik	RIKEN cDNA 4931407J08 gene
1449188_at	0.494297	2.73e-01	-0.38094667	Midn	midnolin
1453039_at	0.494297	2.73e-01	0.21975667	Zfp335	zinc finger protein 335
1417652_a_at	0.494297	2.73e-01	-1.75585	Tbca	tubulin cofactor A
1446695_at	0.494297	2.73e-01	0.19865		
1440162_x_at	0.494297	2.73e-01	-0.41837333	Edaradd	EDAR (ectodysplasin-A receptor)-associated death domain
1434993_at	0.494297	2.73e-01	0.24147667	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3
1460325_at	0.494297	2.73e-01	-0.60581333	Pum1	pumilio RNA-binding family member 1
1441146_at	0.494297	2.73e-01	-0.41377	C76132	expressed sequence C76132
1430552_a_at	0.494326	2.73e-01	0.20944	Sbf1	SET binding factor 1
1422326_at	0.494377	2.73e-01	0.25005333	G6pd2	glucose-6-phosphate dehydrogenase 2
1427292_at	0.494377	2.73e-01	0.18506	Iglv1	immunoglobulin lambda variable 1
1420168_at	0.494391	2.73e-01	0.26256333	AA517841	expressed sequence AA517841
1433004_at	0.494391	2.73e-01	0.2166	4833446E11Rik	RIKEN cDNA 4833446E11 gene
1439080_at	0.494391	2.73e-01	-0.26921667	Erbb2ip	Erbb2 interacting protein
1432462_a_at	0.49442	2.73e-01	0.59786333	Med27	mediator complex subunit 27
1425172_at	0.49442	2.73e-01	0.27535	Rho	rhodopsin
1443076_at	0.494423	2.73e-01	0.34151667	Letm2	leucine zipper-EF-hand containing transmembrane protein 2
1436232_a_at	0.494427	2.73e-01	-0.31135333	Gabpb1	GA repeat binding protein, beta 1
1447603_x_at	0.494427	2.73e-01	0.21645	Dennd6b	DENN/MADD domain containing 6B
1418720_at	0.494427	2.73e-01	0.23428667	Cops7b	COP9 signalosome subunit 7B
1459484_at	0.494427	2.73e-01	0.6685		
1452737_at	0.494451	2.73e-01	1.13195333	Smim15	small integral membrane protein 15
1446846_at	0.494451	2.73e-01	-0.23900333	Gm11944	predicted gene 11944
1456619_at	0.494451	2.73e-01	0.20174	Liph	lipase, member H
1460066_at	0.494451	2.73e-01	0.38381	C80889	expressed sequence C80889
1445993_at	0.494469	2.73e-01	0.19687		
1427632_x_at	0.494469	2.73e-01	0.40250667	Cd55b///Cd55	CD55 molecule, decay accelerating factor for complement B///CD55 molecule, decay accelerating factor for complement
1458559_at	0.494469	2.73e-01	0.23969667	A730028G07Rik	RIKEN cDNA A730028G07 gene
1456598_at	0.494469	2.73e-01	-0.24062333	LOC100862245///LOC100041712///Gm16513///Gm3183///Gm3139///LOC100038995///Gm16367	PRAME family member 8-like///PRAME family member 8-like///predicted gene, Gm16513///predicted gene 3183///predicted gene 3139///PRAME family member 8-like///predicted gene 16367
1421311_at	0.494469	2.73e-01	0.22109667	Pcdh10	protocadherin 10
1459540_at	0.494469	2.73e-01	0.19738	Cdc26	cell division cycle 26
1455864_at	0.494469	2.73e-01	0.21758333	Trim75	tripartite motif-containing 75
1460606_at	0.494469	2.73e-01	0.37401333	Hsd17b13	hydroxysteroid (17-beta) dehydrogenase 13
1455335_at	0.4945	2.73e-01	-0.20712	Xrcc2	X-ray repair complementing defective repair in Chinese hamster cells 2
1439026_at	0.494515	2.73e-01	0.35392667	Trpm3	transient receptor potential cation channel, subfamily M, member 3
1448925_at	0.494515	2.73e-01	0.37308333	Twist2	twist basic helix-loop-helix transcription factor 2
1435046_at	0.494515	2.73e-01	-0.27044333		
1447632_at	0.494515	2.73e-01	0.26229333	Fancc	Fanconi anemia, complementation group C
1454972_at	0.494515	2.73e-01	0.21724667	Atcay	ataxia, cerebellar, Cayman type
1454981_at	0.494552	2.73e-01	0.31776	Szrd1	SUZ RNA binding domain containing 1
1431731_at	0.494562	2.73e-01	-0.45949667	Bnip2	BCL2/adenovirus E1B interacting protein 2
1450251_a_at	0.494576	2.73e-01	-0.19031667	Lnx1	ligand of numb-protein X 1
1450681_at	0.494663	2.73e-01	0.66566667	Zfp143	zinc finger protein 143
1447332_at	0.494663	2.73e-01	-0.59206667		
1433111_at	0.494663	2.73e-01	0.23937333	Nhsl1	NHS-like 1
1438879_at	0.494663	2.73e-01	0.18522		
1441488_at	0.494665	2.73e-01	0.2697		
1432491_at	0.494679	2.73e-01	0.29154	Gm9748	predicted gene 9748
1443197_at	0.494679	2.73e-01	0.20245	Wnt9b	wingless-type MMTV integration site family, member 9B
1442098_at	0.494688	2.73e-01	0.21658667	AU022434	expressed sequence AU022434
1442555_at	0.494702	2.73e-01	0.29003333	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3
1458391_at	0.494719	2.73e-01	0.18453333		
1455872_at	0.494773	2.73e-01	0.33487667	Fam167a	family with sequence similarity 167, member A
1455676_x_at	0.494803	2.73e-01	-0.78320333	Tial1	Tia1 cytotoxic granule-associated RNA binding protein-like 1
1453690_at	0.494803	2.73e-01	-0.33629	Mpp7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
1427857_x_at	0.494847	2.73e-01	0.18175667	Igkv4-68	immunoglobulin kappa variable 4-68
1453297_at	0.49485	2.74e-01	0.17762	Golga7b	golgi autoantigen, golgin subfamily a, 7B
1422664_at	0.494895	2.74e-01	-0.30323333	Rab10	RAB10, member RAS oncogene family
1431094_at	0.494937	2.74e-01	-0.28106	1110006E14Rik	RIKEN cDNA 1110006E14 gene
1442516_at	0.494937	2.74e-01	0.24755333	D2Ertd623e	DNA segment, Chr 2, ERATO Doi 623, expressed
1437727_at	0.494968	2.74e-01	0.23805		
1431234_at	0.495029	2.74e-01	0.31669667	Itpripl1	inositol 1,4,5-triphosphate receptor interacting protein-like 1
1427140_at	0.495029	2.74e-01	0.19883333	Pvt1	plasmacytoma variant translocation 1
1418471_at	0.495029	2.74e-01	0.21649333	Pgf	placental growth factor
1423917_a_at	0.495029	2.74e-01	1.36939667	Cttn	cortactin
1443390_at	0.495029	2.74e-01	0.34536333		
1453431_at	0.495029	2.74e-01	0.20603333	2610206C17Rik	RIKEN cDNA 2610206C17 gene
1430119_at	0.495065	2.74e-01	0.25280333	Fndc1	fibronectin type III domain containing 1
1449502_at	0.49516	2.74e-01	0.2251	Dazl	deleted in azoospermia-like
1438796_at	0.495203	2.74e-01	-0.30130333	Nr4a3	nuclear receptor subfamily 4, group A, member 3
1439124_at	0.495203	2.74e-01	0.64582	Wdr91	WD repeat domain 91
1419245_at	0.495231	2.74e-01	-0.38893333	Rab14	RAB14, member RAS oncogene family
1436058_at	0.495231	2.74e-01	-0.45322	Rsad2	radical S-adenosyl methionine domain containing 2
1442469_at	0.495238	2.74e-01	-0.24185667		
1431836_x_at	0.495325	2.74e-01	0.29292	Mamstr	MEF2 activating motif and SAP domain containing transcriptional regulator
1434245_a_at	0.495346	2.74e-01	-0.92885	Cyb561a3	cytochrome b561 family, member A3
1443366_at	0.495346	2.74e-01	0.27034333	Napg	N-ethylmaleimide sensitive fusion protein attachment protein gamma
1430936_at	0.495463	2.74e-01	0.29366	Chmp7	charged multivesicular body protein 7
1434973_at	0.495478	2.74e-01	0.23908	Car7	carbonic anhydrase 7
1440651_at	0.495481	2.74e-01	-0.19653333		
1445772_at	0.495481	2.74e-01	0.28303	D16Ertd550e	DNA segment, Chr 16, ERATO Doi 550, expressed
1432538_a_at	0.495549	2.74e-01	0.31239	Rfc3	replication factor C (activator 1) 3
AFFX-r2-Bs-dap-M_at	0.495549	2.74e-01	0.23587333		
1438920_x_at	0.495569	2.74e-01	-0.27177333	Cr1l	complement component (3b/4b) receptor 1-like
1421171_at	0.49568	2.74e-01	-1.19362333	Adam12	a disintegrin and metallopeptidase domain 12 (meltrin alpha)
1443837_x_at	0.495754	2.74e-01	-0.64524333	Bcl2	B cell leukemia/lymphoma 2
1442440_at	0.495754	2.74e-01	0.23147		
1443641_at	0.495754	2.74e-01	0.35965667	Fermt3	fermitin family member 3
1454003_at	0.495796	2.74e-01	-0.37763	Afg3l2	AFG3-like AAA ATPase 2
1434330_at	0.495801	2.74e-01	0.87093	Tbcel	tubulin folding cofactor E-like
1433466_at	0.495833	2.74e-01	0.19599	AI467606	expressed sequence AI467606
1417596_at	0.495841	2.74e-01	0.34023	B9d1	B9 protein domain 1
1416205_at	0.495841	2.74e-01	0.21365333	Glb1	galactosidase, beta 1
1458692_at	0.495904	2.75e-01	0.18875333		
1440212_at	0.495965	2.75e-01	0.21397333		
1429872_at	0.496056	2.75e-01	0.18184	Prss51	protease, serine 51
1454007_a_at	0.496058	2.75e-01	0.34089333	Zfp142	zinc finger protein 142
